female,day,line,offspring,treatment,pop,obs
69,16,M703,117,single,wild,O1565
17,16,M395,119,single,wild,O1566
21,16,M703,120,single,wild,O1567
97,16,M239,123,single,wild,O1568
113,16,M395,124,single,wild,O1569
13,16,M239,128,single,wild,O1570
87,16,M315,129,single,wild,O1571
19,16,M596,130,single,wild,O1572
119,16,M900,130,single,wild,O1573
99,16,M315,131,single,wild,O1574
85,16,M239,133,single,wild,O1575
107,16,M900,136,single,wild,O1576
81,16,M703,138,single,wild,O1577
105,16,M703,138,single,wild,O1578
53,16,M395,144,single,wild,O1579
67,16,M596,147,single,wild,O1580
93,16,M703,147,single,wild,O1581
109,16,M239,151,single,wild,O1582
15,16,M315,157,single,wild,O1583
1,16,M239,158,single,wild,O1584
63,16,M315,165,single,wild,O1585
35,16,M900,166,single,wild,O1586
32,16,M596,2,rival,wild,O1587
26,16,M239,3,rival,wild,O1588
118,16,M703,6,rival,wild,O1589
84,16,M900,23,rival,wild,O1590
100,16,M315,37,rival,wild,O1591
10,16,M703,44,rival,wild,O1592
24,16,M900,56,rival,wild,O1593
42,16,M395,73,rival,wild,O1594
110,16,M239,75,rival,wild,O1595
112,16,M315,75,rival,wild,O1596
56,16,M596,76,rival,wild,O1597
94,16,M703,80,rival,wild,O1598
18,16,M395,84,rival,wild,O1599
76,16,M315,84,rival,wild,O1600
64,16,M315,86,rival,wild,O1601
34,16,M703,89,rival,wild,O1602
70,16,M703,90,rival,wild,O1603
12,16,M900,96,rival,wild,O1604
92,16,M596,98,rival,wild,O1605
8,16,M596,99,rival,wild,O1606
120,16,M900,99,rival,wild,O1607
114,16,M395,100,rival,wild,O1608
28,16,M315,101,rival,wild,O1609
68,16,M596,103,rival,wild,O1610
88,16,M315,105,rival,wild,O1611
58,16,M703,107,rival,wild,O1612
54,16,M395,111,rival,wild,O1613
80,16,M596,111,rival,wild,O1614
46,16,M703,112,rival,wild,O1615
106,16,M703,112,rival,wild,O1616
20,16,M596,115,rival,wild,O1617
50,16,M239,116,rival,wild,O1618
82,16,M703,117,rival,wild,O1619
52,16,M315,118,rival,wild,O1620
60,16,M900,118,rival,wild,O1621
44,16,M596,122,rival,wild,O1622
4,16,M315,124,rival,wild,O1623
48,16,M900,125,rival,wild,O1624
102,16,M395,125,rival,wild,O1625
108,16,M900,127,rival,wild,O1626
40,16,M315,128,rival,wild,O1627
72,16,M900,131,rival,wild,O1628
86,16,M239,132,rival,wild,O1629
16,16,M315,133,rival,wild,O1630
96,16,M900,135,rival,wild,O1631
2,16,M239,137,rival,wild,O1632
36,16,M900,137,rival,wild,O1633
14,16,M239,138,rival,wild,O1634
62,16,M239,138,rival,wild,O1635
116,16,M596,138,rival,wild,O1636
90,16,M395,139,rival,wild,O1637
38,16,M239,145,rival,wild,O1638
6,16,M395,149,rival,wild,O1639
74,16,M239,153,rival,wild,O1640
78,16,M395,155,rival,wild,O1641
30,16,M395,161,rival,wild,O1642
128,18,M596,0,rival,iv,O1643
136,18,M315,0,rival,iv,O1644
158,18,M239,0,rival,iv,O1645
162,18,M395,0,rival,iv,O1646
168,18,M900,0,rival,iv,O1647
175,18,M596,0,single,iv,O1648
180,18,M900,0,rival,iv,O1649
189,18,M703,0,single,iv,O1650
190,18,M703,0,rival,iv,O1651
192,18,M900,0,rival,iv,O1652
210,18,M395,0,rival,iv,O1653
220,18,M315,0,rival,iv,O1654
222,18,M395,0,rival,iv,O1655
206,18,M239,2,rival,iv,O1656
147,18,M315,3,single,iv,O1657
150,18,M395,3,rival,iv,O1658
169,18,M239,3,single,iv,O1659
234,18,M395,3,rival,iv,O1660
187,18,M596,5,single,iv,O1661
215,18,M900,6,single,iv,O1662
137,18,M395,10,single,iv,O1663
218,18,M239,11,rival,iv,O1664
122,18,M239,13,rival,iv,O1665
148,18,M315,16,rival,iv,O1666
211,18,M596,16,single,iv,O1667
138,18,M395,19,rival,iv,O1668
160,18,M315,20,rival,iv,O1669
142,18,M703,23,rival,iv,O1670
237,18,M703,23,single,iv,O1671
199,18,M596,24,single,iv,O1672
139,18,M596,25,single,iv,O1673
141,18,M703,25,single,iv,O1674
179,18,M900,25,single,iv,O1675
193,18,M239,25,single,iv,O1676
143,18,M900,27,single,iv,O1677
163,18,M596,28,single,iv,O1678
164,18,M596,31,rival,iv,O1679
197,18,M395,31,single,iv,O1680
217,18,M239,31,single,iv,O1681
156,18,M900,32,rival,iv,O1682
200,18,M596,33,rival,iv,O1683
196,18,M315,36,rival,iv,O1684
235,18,M596,37,single,iv,O1685
183,18,M315,38,single,iv,O1686
124,18,M315,45,rival,iv,O1687
230,18,M239,45,rival,iv,O1688
173,18,M395,48,single,iv,O1689
207,18,M315,50,single,iv,O1690
204,18,M900,51,rival,iv,O1691
157,18,M239,52,single,iv,O1692
167,18,M900,54,single,iv,O1693
170,18,M239,54,rival,iv,O1694
191,18,M900,55,single,iv,O1695
126,18,M395,56,rival,iv,O1696
134,18,M239,60,rival,iv,O1697
146,18,M239,61,rival,iv,O1698
224,18,M596,61,rival,iv,O1699
188,18,M596,65,rival,iv,O1700
135,18,M315,66,single,iv,O1701
165,18,M703,67,single,iv,O1702
154,18,M703,69,rival,iv,O1703
166,18,M703,71,rival,iv,O1704
228,18,M900,75,rival,iv,O1705
149,18,M395,77,single,iv,O1706
174,18,M395,94,rival,iv,O1707
233,18,M395,95,single,iv,O1708
123,18,M315,97,single,iv,O1709
239,18,M900,97,single,iv,O1710
184,18,M315,101,rival,iv,O1711
227,18,M900,106,single,iv,O1712
151,18,M596,108,single,iv,O1713
125,18,M395,110,single,iv,O1714
161,18,M395,116,single,iv,O1715
231,18,M315,126,single,iv,O1716
89,18,M395,59,single,wild,O1717
33,18,M703,55,single,wild,O1718
79,18,M596,29,single,wild,O1719
101,18,M395,21,single,wild,O1720
59,18,M900,24,single,wild,O1721
17,18,M395,34,single,wild,O1722
107,18,M900,35,single,wild,O1723
47,18,M900,55,single,wild,O1724
11,18,M900,53,single,wild,O1725
69,18,M703,89,single,wild,O1726
85,18,M239,66,single,wild,O1727
93,18,M703,130,single,wild,O1728
7,18,M596,68,single,wild,O1729
55,18,M596,77,single,wild,O1730
25,18,M239,94,single,wild,O1731
27,18,M315,82,single,wild,O1732
71,18,M900,79,single,wild,O1733
115,18,M596,81,single,wild,O1734
51,18,M315,131,single,wild,O1735
21,18,M703,99,single,wild,O1736
5,18,M395,93,single,wild,O1737
65,18,M395,78,single,wild,O1738
97,18,M239,81,single,wild,O1739
29,18,M395,83,single,wild,O1740
37,18,M239,83,single,wild,O1741
39,18,M315,89,single,wild,O1742
43,18,M596,84,single,wild,O1743
67,18,M596,95,single,wild,O1744
45,18,M703,99,single,wild,O1745
53,18,M395,122,single,wild,O1746
119,18,M900,111,single,wild,O1747
113,18,M395,87,single,wild,O1748
13,18,M239,113,single,wild,O1749
117,18,M703,120,single,wild,O1750
73,18,M239,113,single,wild,O1751
3,18,M315,103,single,wild,O1752
87,18,M315,106,single,wild,O1753
109,18,M239,121,single,wild,O1754
19,18,M596,101,single,wild,O1755
103,18,M596,96,single,wild,O1756
57,18,M703,109,single,wild,O1757
81,18,M703,110,single,wild,O1758
105,18,M703,119,single,wild,O1759
41,18,M395,100,single,wild,O1760
77,18,M395,101,single,wild,O1761
1,18,M239,112,single,wild,O1762
35,18,M900,126,single,wild,O1763
75,18,M315,110,single,wild,O1764
63,18,M315,115,single,wild,O1765
9,18,M703,117,single,wild,O1766
99,18,M315,122,single,wild,O1767
28,18,M315,4,rival,wild,O1768
84,18,M900,6,rival,wild,O1769
14,18,M239,8,rival,wild,O1770
100,18,M315,10,rival,wild,O1771
64,18,M315,28,rival,wild,O1772
10,18,M703,30,rival,wild,O1773
88,18,M315,40,rival,wild,O1774
94,18,M703,40,rival,wild,O1775
112,18,M315,43,rival,wild,O1776
38,18,M239,51,rival,wild,O1777
62,18,M239,53,rival,wild,O1778
54,18,M395,65,rival,wild,O1779
70,18,M703,71,rival,wild,O1780
52,18,M315,72,rival,wild,O1781
20,18,M596,73,rival,wild,O1782
24,18,M900,73,rival,wild,O1783
40,18,M315,73,rival,wild,O1784
30,18,M395,76,rival,wild,O1785
96,18,M900,76,rival,wild,O1786
34,18,M703,77,rival,wild,O1787
68,18,M596,78,rival,wild,O1788
76,18,M315,79,rival,wild,O1789
78,18,M395,81,rival,wild,O1790
120,18,M900,81,rival,wild,O1791
58,18,M703,82,rival,wild,O1792
74,18,M239,83,rival,wild,O1793
90,18,M395,84,rival,wild,O1794
114,18,M395,86,rival,wild,O1795
8,18,M596,87,rival,wild,O1796
2,18,M239,88,rival,wild,O1797
18,18,M395,90,rival,wild,O1798
102,18,M395,90,rival,wild,O1799
4,18,M315,91,rival,wild,O1800
106,18,M703,91,rival,wild,O1801
72,18,M900,92,rival,wild,O1802
80,18,M596,92,rival,wild,O1803
12,18,M900,93,rival,wild,O1804
86,18,M239,93,rival,wild,O1805
44,18,M596,94,rival,wild,O1806
110,18,M239,94,rival,wild,O1807
82,18,M703,95,rival,wild,O1808
116,18,M596,96,rival,wild,O1809
92,18,M596,98,rival,wild,O1810
118,18,M703,99,rival,wild,O1811
48,18,M900,101,rival,wild,O1812
6,18,M395,103,rival,wild,O1813
16,18,M315,103,rival,wild,O1814
60,18,M900,103,rival,wild,O1815
46,18,M703,107,rival,wild,O1816
56,18,M596,118,rival,wild,O1817
108,18,M900,120,rival,wild,O1818
50,18,M239,127,rival,wild,O1819
128,20,M596,0,rival,iv,O1820
136,20,M315,0,rival,iv,O1821
137,20,M395,0,single,iv,O1822
138,20,M395,0,rival,iv,O1823
139,20,M596,0,single,iv,O1824
147,20,M315,0,single,iv,O1825
149,20,M395,0,single,iv,O1826
150,20,M395,0,rival,iv,O1827
158,20,M239,0,rival,iv,O1828
163,20,M596,0,single,iv,O1829
168,20,M900,0,rival,iv,O1830
179,20,M900,0,single,iv,O1831
184,20,M315,0,rival,iv,O1832
189,20,M703,0,single,iv,O1833
191,20,M900,0,single,iv,O1834
192,20,M900,0,rival,iv,O1835
196,20,M315,0,rival,iv,O1836
215,20,M900,0,single,iv,O1837
142,20,M703,1,rival,iv,O1838
200,20,M596,1,rival,iv,O1839
199,20,M596,3,single,iv,O1840
141,20,M703,4,single,iv,O1841
217,20,M239,4,single,iv,O1842
206,20,M239,7,rival,iv,O1843
233,20,M395,7,single,iv,O1844
124,20,M315,9,rival,iv,O1845
234,20,M395,9,rival,iv,O1846
169,20,M239,11,single,iv,O1847
143,20,M900,14,single,iv,O1848
156,20,M900,18,rival,iv,O1849
161,20,M395,20,single,iv,O1850
162,20,M395,22,rival,iv,O1851
125,20,M395,26,single,iv,O1852
224,20,M596,29,rival,iv,O1853
134,20,M239,30,rival,iv,O1854
123,20,M315,34,single,iv,O1855
230,20,M239,34,rival,iv,O1856
197,20,M395,37,single,iv,O1857
228,20,M900,38,rival,iv,O1858
207,20,M315,39,single,iv,O1859
122,20,M239,41,rival,iv,O1860
164,20,M596,41,rival,iv,O1861
148,20,M315,42,rival,iv,O1862
165,20,M703,43,single,iv,O1863
146,20,M239,45,rival,iv,O1864
211,20,M596,45,single,iv,O1865
166,20,M703,49,rival,iv,O1866
154,20,M703,51,rival,iv,O1867
187,20,M596,53,single,iv,O1868
235,20,M596,56,single,iv,O1869
135,20,M315,57,single,iv,O1870
204,20,M900,57,rival,iv,O1871
170,20,M239,59,rival,iv,O1872
167,20,M900,61,single,iv,O1873
193,20,M239,61,single,iv,O1874
218,20,M239,68,rival,iv,O1875
174,20,M395,75,rival,iv,O1876
126,20,M395,80,rival,iv,O1877
239,20,M900,86,single,iv,O1878
237,20,M703,93,single,iv,O1879
227,20,M900,101,single,iv,O1880
151,20,M596,103,single,iv,O1881
157,20,M239,107,single,iv,O1882
231,20,M315,109,single,iv,O1883
180,20,M900,127,rival,iv,O1884
79,20,M596,6,single,wild,O1885
27,20,M315,20,single,wild,O1886
47,20,M900,36,single,wild,O1887
39,20,M315,45,single,wild,O1888
113,20,M395,49,single,wild,O1889
11,20,M900,55,single,wild,O1890
73,20,M239,58,single,wild,O1891
59,20,M900,62,single,wild,O1892
29,20,M395,64,single,wild,O1893
5,20,M395,66,single,wild,O1894
37,20,M239,67,single,wild,O1895
115,20,M596,76,single,wild,O1896
101,20,M395,77,single,wild,O1897
3,20,M315,82,single,wild,O1898
7,20,M596,82,single,wild,O1899
45,20,M703,82,single,wild,O1900
25,20,M239,83,single,wild,O1901
71,20,M900,83,single,wild,O1902
65,20,M395,88,single,wild,O1903
103,20,M596,92,single,wild,O1904
17,20,M395,96,single,wild,O1905
43,20,M596,97,single,wild,O1906
35,20,M900,99,single,wild,O1907
87,20,M315,99,single,wild,O1908
57,20,M703,102,single,wild,O1909
69,20,M703,102,single,wild,O1910
85,20,M239,103,single,wild,O1911
41,20,M395,104,single,wild,O1912
51,20,M315,104,single,wild,O1913
63,20,M315,104,single,wild,O1914
77,20,M395,105,single,wild,O1915
13,20,M239,107,single,wild,O1916
93,20,M703,107,single,wild,O1917
105,20,M703,107,single,wild,O1918
67,20,M596,110,single,wild,O1919
117,20,M703,110,single,wild,O1920
109,20,M239,112,single,wild,O1921
97,20,M239,113,single,wild,O1922
119,20,M900,113,single,wild,O1923
19,20,M596,115,single,wild,O1924
75,20,M315,119,single,wild,O1925
81,20,M703,122,single,wild,O1926
99,20,M315,123,single,wild,O1927
1,20,M239,133,single,wild,O1928
9,20,M703,139,single,wild,O1929
53,20,M395,143,single,wild,O1930
90,20,M395,5,rival,wild,O1931
100,20,M315,6,rival,wild,O1932
70,20,M703,11,rival,wild,O1933
84,20,M900,13,rival,wild,O1934
8,20,M596,21,rival,wild,O1935
24,20,M900,23,rival,wild,O1936
10,20,M703,26,rival,wild,O1937
72,20,M900,29,rival,wild,O1938
2,20,M239,30,rival,wild,O1939
96,20,M900,31,rival,wild,O1940
112,20,M315,38,rival,wild,O1941
78,20,M395,46,rival,wild,O1942
58,20,M703,56,rival,wild,O1943
88,20,M315,60,rival,wild,O1944
94,20,M703,68,rival,wild,O1945
6,20,M395,69,rival,wild,O1946
40,20,M315,69,rival,wild,O1947
68,20,M596,72,rival,wild,O1948
116,20,M596,75,rival,wild,O1949
92,20,M596,76,rival,wild,O1950
52,20,M315,77,rival,wild,O1951
28,20,M315,78,rival,wild,O1952
76,20,M315,80,rival,wild,O1953
18,20,M395,81,rival,wild,O1954
82,20,M703,81,rival,wild,O1955
12,20,M900,84,rival,wild,O1956
86,20,M239,85,rival,wild,O1957
60,20,M900,86,rival,wild,O1958
34,20,M703,89,rival,wild,O1959
80,20,M596,91,rival,wild,O1960
4,20,M315,95,rival,wild,O1961
44,20,M596,96,rival,wild,O1962
106,20,M703,97,rival,wild,O1963
120,20,M900,97,rival,wild,O1964
16,20,M315,98,rival,wild,O1965
20,20,M596,99,rival,wild,O1966
30,20,M395,99,rival,wild,O1967
38,20,M239,101,rival,wild,O1968
114,20,M395,101,rival,wild,O1969
48,20,M900,106,rival,wild,O1970
54,20,M395,106,rival,wild,O1971
110,20,M239,107,rival,wild,O1972
74,20,M239,110,rival,wild,O1973
102,20,M395,113,rival,wild,O1974
108,20,M900,113,rival,wild,O1975
62,20,M239,114,rival,wild,O1976
118,20,M703,116,rival,wild,O1977
56,20,M596,124,rival,wild,O1978
50,20,M239,132,rival,wild,O1979
