female,day,line,offspring,treatment,pop
115,W9,M596,76,single,wild
101,W9,M395,77,single,wild
3,W9,M315,82,single,wild
7,W9,M596,82,single,wild
45,W9,M703,82,single,wild
25,W9,M239,83,single,wild
71,W9,M900,83,single,wild
65,W9,M395,88,single,wild
103,W9,M596,92,single,wild
17,W9,M395,96,single,wild
43,W9,M596,97,single,wild
35,W9,M900,99,single,wild
87,W9,M315,99,single,wild
57,W9,M703,102,single,wild
69,W9,M703,102,single,wild
85,W9,M239,103,single,wild
41,W9,M395,104,single,wild
51,W9,M315,104,single,wild
63,W9,M315,104,single,wild
77,W9,M395,105,single,wild
13,W9,M239,107,single,wild
93,W9,M703,107,single,wild
105,W9,M703,107,single,wild
67,W9,M596,110,single,wild
117,W9,M703,110,single,wild
109,W9,M239,112,single,wild
97,W9,M239,113,single,wild
119,W9,M900,113,single,wild
19,W9,M596,115,single,wild
75,W9,M315,119,single,wild
81,W9,M703,122,single,wild
99,W9,M315,123,single,wild
1,W9,M239,133,single,wild
9,W9,M703,139,single,wild
53,W9,M395,143,single,wild
90,W9,M395,5,rival,wild
100,W9,M315,6,rival,wild
70,W9,M703,11,rival,wild
84,W9,M900,13,rival,wild
8,W9,M596,21,rival,wild
24,W9,M900,23,rival,wild
10,W9,M703,26,rival,wild
72,W9,M900,29,rival,wild
2,W9,M239,30,rival,wild
96,W9,M900,31,rival,wild
112,W9,M315,38,rival,wild
78,W9,M395,46,rival,wild
58,W9,M703,56,rival,wild
88,W9,M315,60,rival,wild
94,W9,M703,68,rival,wild
6,W9,M395,69,rival,wild
40,W9,M315,69,rival,wild
68,W9,M596,72,rival,wild
116,W9,M596,75,rival,wild
92,W9,M596,76,rival,wild
52,W9,M315,77,rival,wild
28,W9,M315,78,rival,wild
76,W9,M315,80,rival,wild
18,W9,M395,81,rival,wild
82,W9,M703,81,rival,wild
12,W9,M900,84,rival,wild
86,W9,M239,85,rival,wild
60,W9,M900,86,rival,wild
34,W9,M703,89,rival,wild
80,W9,M596,91,rival,wild
4,W9,M315,95,rival,wild
44,W9,M596,96,rival,wild
106,W9,M703,97,rival,wild
120,W9,M900,97,rival,wild
16,W9,M315,98,rival,wild
20,W9,M596,99,rival,wild
30,W9,M395,99,rival,wild
38,W9,M239,101,rival,wild
114,W9,M395,101,rival,wild
48,W9,M900,106,rival,wild
54,W9,M395,106,rival,wild
110,W9,M239,107,rival,wild
74,W9,M239,110,rival,wild
102,W9,M395,113,rival,wild
108,W9,M900,113,rival,wild
62,W9,M239,114,rival,wild
118,W9,M703,116,rival,wild
56,W9,M596,124,rival,wild
50,W9,M239,132,rival,wild
87,W10,M315,3,single,wild
79,W10,M596,28,single,wild
37,W10,M239,32,single,wild
67,W10,M596,36,single,wild
5,W10,M395,42,single,wild
25,W10,M239,42,single,wild
19,W10,M596,47,single,wild
73,W10,M239,48,single,wild
77,W10,M395,50,single,wild
47,W10,M900,51,single,wild
29,W10,M395,59,single,wild
59,W10,M900,59,single,wild
65,W10,M395,59,single,wild
51,W10,M315,60,single,wild
41,W10,M395,64,single,wild
115,W10,M596,64,single,wild
21,W10,M703,65,single,wild
1,W10,M239,66,single,wild
3,W10,M315,66,single,wild
17,W10,M395,67,single,wild
85,W10,M239,71,single,wild
101,W10,M395,73,single,wild
53,W10,M395,74,single,wild
113,W10,M395,74,single,wild
119,W10,M900,76,single,wild
11,W10,M900,78,single,wild
61,W10,M239,78,single,wild
27,W10,M315,79,single,wild
13,W10,M239,81,single,wild
71,W10,M900,81,single,wild
97,W10,M239,81,single,wild
109,W10,M239,82,single,wild
99,W10,M315,90,single,wild
45,W10,M703,93,single,wild
7,W10,M596,94,single,wild
69,W10,M703,96,single,wild
75,W10,M315,97,single,wild
81,W10,M703,97,single,wild
117,W10,M703,97,single,wild
103,W10,M596,101,single,wild
39,W10,M315,109,single,wild
35,W10,M900,123,single,wild
105,W10,M703,124,single,wild
57,W10,M703,126,single,wild
93,W10,M703,126,single,wild
43,W10,M596,132,single,wild
9,W10,M703,157,single,wild
2,W10,M239,72,rival,wild
4,W10,M315,70,rival,wild
8,W10,M596,131,rival,wild
10,W10,M703,1,rival,wild
12,W10,M900,96,rival,wild
16,W10,M315,80,rival,wild
18,W10,M395,16,rival,wild
20,W10,M596,84,rival,wild
24,W10,M900,44,rival,wild
28,W10,M315,63,rival,wild
30,W10,M395,83,rival,wild
34,W10,M703,50,rival,wild
38,W10,M239,62,rival,wild
40,W10,M315,62,rival,wild
44,W10,M596,99,rival,wild
48,W10,M900,121,rival,wild
50,W10,M239,106,rival,wild
52,W10,M315,2,rival,wild
54,W10,M395,53,rival,wild
56,W10,M596,88,rival,wild
58,W10,M703,34,rival,wild
60,W10,M900,84,rival,wild
62,W10,M239,63,rival,wild
68,W10,M596,70,rival,wild
70,W10,M703,60,rival,wild
72,W10,M900,90,rival,wild
74,W10,M239,69,rival,wild
76,W10,M315,4,rival,wild
78,W10,M395,66,rival,wild
80,W10,M596,85,rival,wild
82,W10,M703,109,rival,wild
88,W10,M315,0,rival,wild
89,W10,M395,32,single,wild
90,W10,M395,50,rival,wild
92,W10,M596,111,rival,wild
94,W10,M703,130,rival,wild
96,W10,M900,13,rival,wild
100,W10,M315,0,rival,wild
102,W10,M395,83,rival,wild
106,W10,M703,40,rival,wild
108,W10,M900,110,rival,wild
110,W10,M239,84,rival,wild
114,W10,M395,64,rival,wild
116,W10,M596,89,rival,wild
118,W10,M703,106,rival,wild
120,W10,M900,115,rival,wild
